cluster_id,min_lat,min_lon,max_lat,max_lon,mean_lat,mean_lon
1501,-20.979783041937548,55.46607767780634,-20.849369867739874,55.81327855493409,-20.91499641875851,55.53535931835576
1502,-19.41482495156545,45.39725224110169,-17.328214164402652,50.95246627514564,-18.409480279056964,48.02163041441313
1503,-21.501435738728247,56.50768030918958,-20.45813034514685,59.28528732621156,-20.466274372328115,57.66498568277129
1504,-20.45813034514685,57.202082063445076,-20.327717170949175,57.54928294057282,-20.33960273827792,57.43188283305529
1505,-20.45813034514685,57.54928294057282,-20.327717170949175,57.89648381770057,-20.41703842670879,57.67349888195578
1506,-20.327717170949175,57.202082063445076,-20.1973039967515,57.54928294057282,-20.25965780336783,57.472530852675966
1507,-20.327717170949175,57.54928294057282,-20.1973039967515,57.89648381770057,-20.23833543866857,57.6259168140492
1508,-20.1973039967515,57.202082063445076,-19.93647764835615,57.89648381770057,-20.150043684313747,57.515216396536246
1509,-17.328214164402652,45.39725224110169,-13.154992590077061,56.50768030918958,-16.106675928311898,46.225056189544496
1510,-13.154992590077061,45.39725224110169,-4.808549441425873,67.61810837727748,-12.58084873866951,49.24713629766602
1511,-4.808549441425873,0.9555399687501165,3.5378937072253143,23.176396104925903,-2.639840241168548,15.056344522596403
1512,-4.808549441425873,23.176396104925903,-2.7219386542630764,28.73161013896985,-2.8497032985089925,26.407431714438523
1513,-4.808549441425873,28.73161013896985,-2.7219386542630764,34.2868241730138,-3.264048409257327,29.67557363594917
1514,-2.7219386542630764,23.176396104925903,-0.6353278671002793,28.73161013896985,-2.2606132524080746,28.65414527964148
1515,-2.7219386542630764,28.73161013896985,-2.4611123058677267,29.426011893225343,-2.5700177642577136,28.988361674480288
1516,-2.7219386542630764,29.426011893225343,-2.4611123058677267,30.120413647480838,-2.608499773594641,29.580592734416943
1517,-2.4611123058677267,28.73161013896985,-2.200285957472377,29.426011893225343,-2.3271848887758897,29.19168281875457
1518,-2.4611123058677267,29.426011893225343,-2.200285957472377,30.120413647480838,-2.3684886284814377,29.55096505771919
1519,-2.7219386542630764,30.120413647480838,-2.200285957472377,31.509217155991823,-2.336737599084623,30.67045316543585
1520,-2.200285957472377,28.73161013896985,-1.9394596090770273,29.426011893225343,-2.070185624476366,29.30142002468156
1521,-2.200285957472377,29.426011893225343,-1.9394596090770273,30.120413647480838,-2.061148752701057,29.65350474828429
1522,-1.9394596090770273,28.73161013896985,-1.6786332606816778,29.426011893225343,-1.7817984778030336,29.206178062874212
1523,-1.9394596090770273,29.426011893225343,-1.6786332606816778,30.120413647480838,-1.824329492497774,29.83690085537685
1524,-2.200285957472377,30.120413647480838,-1.6786332606816778,31.509217155991823,-1.8842529587957249,30.19589204044958
1525,-2.7219386542630764,31.509217155991823,-1.6786332606816778,34.2868241730138,-2.44955986404616,33.066009716369955
1526,-1.6786332606816778,28.73161013896985,-1.4178069122863284,29.426011893225343,-1.6314962469017271,29.215839948083538
1527,-1.6786332606816778,29.426011893225343,-1.4178069122863284,30.120413647480838,-1.5604813127106096,29.70950596099303
1528,-1.4178069122863284,29.426011893225343,-1.1569805638909787,30.120413647480838,-1.2934759227958688,29.740950485012792
1529,-1.6786332606816778,30.120413647480838,-1.1569805638909787,31.509217155991823,-1.4755280795054304,30.23494774323095
1530,-1.1569805638909787,28.73161013896985,-0.6353278671002793,30.120413647480838,-0.8469375909238331,29.776276697957705
1531,-1.1569805638909787,30.120413647480838,-0.6353278671002793,31.509217155991823,-0.6875014029958504,30.486116554588737
1532,-1.6786332606816778,31.509217155991823,-0.6353278671002793,34.2868241730138,-1.2309400695288901,34.098994742231994
1533,-4.808549441425873,34.2868241730138,-2.7219386542630764,39.84203820705774,-3.363665760509497,36.54404639842365
1534,-2.7219386542630764,34.2868241730138,-1.6786332606816778,37.06443119003577,-2.194451795620817,35.28059755515197
1535,-2.7219386542630764,37.06443119003577,-1.6786332606816778,39.84203820705774,-1.8568072423865616,38.248954607669766
1536,-1.6786332606816778,34.2868241730138,-0.6353278671002793,37.06443119003577,-1.1706111036152889,36.665691181404014
1537,-1.6786332606816778,37.06443119003577,-0.6353278671002793,39.84203820705774,-1.1411782084421942,37.344043696760394
1538,-0.6353278671002793,23.176396104925903,1.4512829200625175,28.73161013896985,0.761233640387532,25.52409998372328
1539,-0.6353278671002793,28.73161013896985,0.40797752648111907,31.509217155991823,-0.2928157895675039,30.383807179182533
1540,-0.6353278671002793,31.509217155991823,-0.11367517030958013,32.89802066450281,-0.3400111315492311,31.71980199554523
1541,-0.6353278671002793,32.89802066450281,-0.11367517030958013,34.2868241730138,-0.4751452280078071,34.18135796819062
1542,-0.11367517030958013,31.509217155991823,0.14715117808576947,32.203618910247314,0.03432819124192308,32.08293042561418
1543,-0.11367517030958013,32.203618910247314,0.14715117808576947,32.89802066450281,0.07069008987448887,32.471113074266405
1544,0.14715117808576947,31.509217155991823,0.40797752648111907,32.203618910247314,0.3976771152207075,32.0603330617995
1545,0.14715117808576947,32.203618910247314,0.2775643522834443,32.55081978737506,0.22246777221375783,32.427572112837545
1546,0.14715117808576947,32.55081978737506,0.2775643522834443,32.89802066450281,0.25335037062574306,32.605920155471004
1547,0.2775643522834443,32.203618910247314,0.40797752648111907,32.55081978737506,0.3379485117161162,32.506547740980736
1548,0.2775643522834443,32.55081978737506,0.40797752648111907,32.89802066450281,0.3374715135664861,32.61101915374399
1549,-0.11367517030958013,32.89802066450281,0.40797752648111907,34.2868241730138,0.3313262581392826,33.08318094683004
1550,0.40797752648111907,28.73161013896985,1.4512829200625175,31.509217155991823,1.1777563919857261,30.585459494427703
1551,0.40797752648111907,31.509217155991823,0.9296302232718183,32.89802066450281,0.5969374091536825,32.34503545248128
1552,0.40797752648111907,32.89802066450281,0.9296302232718183,34.2868241730138,0.5370284651502171,33.58135006326663
1553,0.9296302232718183,31.509217155991823,1.4512829200625175,32.89802066450281,1.2379204117966838,32.22363860605487
1554,0.9296302232718183,32.89802066450281,1.4512829200625175,34.2868241730138,1.0824942555768142,34.108290127386695
1555,1.4512829200625175,23.176396104925903,3.5378937072253143,28.73161013896985,2.6579003937213255,24.50784593368541
1556,1.4512829200625175,28.73161013896985,2.494588313643916,31.509217155991823,1.9638966776344093,30.598614024208686
1557,1.4512829200625175,31.509217155991823,2.494588313643916,34.2868241730138,1.8908558125287729,32.36988159290001
1558,2.494588313643916,28.73161013896985,3.5378937072253143,31.509217155991823,2.9584835752461105,31.03190355236875
1559,2.494588313643916,31.509217155991823,3.5378937072253143,34.2868241730138,2.8385043915746495,32.36114756046974
1560,-0.6353278671002793,34.2868241730138,3.5378937072253143,45.39725224110169,0.18540121522083994,35.5399254177962
1561,3.5378937072253143,0.9555399687501165,5.624504494388111,6.510754002794063,4.956980156677126,6.3623890972460675
1562,3.5378937072253143,6.510754002794063,4.581199100806712,9.288361019816037,4.103652738736509,9.063084749546135
1563,3.5378937072253143,9.288361019816037,4.059546404016013,10.677164528327022,3.873618143716402,10.152829624732426
1564,3.5378937072253143,10.677164528327022,4.059546404016013,12.06596803683801,3.8029661509469324,11.313915059510778
1565,4.059546404016013,9.288361019816037,4.581199100806712,10.677164528327022,4.085532426158554,9.719094453949404
1566,4.059546404016013,10.677164528327022,4.581199100806712,12.06596803683801,4.2831853517711,11.424828816293347
1567,4.711612275004387,6.8579548799218095,4.842025449202062,7.205155757049557,4.800786714571853,7.0359185607415515
1568,4.842025449202062,6.510754002794063,5.1028517975974115,7.205155757049557,4.871927288313492,6.994752621509682
1569,4.842025449202062,7.205155757049557,5.1028517975974115,7.89955751130505,5.044986036101492,7.241232985241166
1570,5.1028517975974115,6.510754002794063,5.624504494388111,7.89955751130505,5.517749742552668,7.1893428473307806
1571,4.581199100806712,9.288361019816037,5.624504494388111,12.06596803683801,5.346717684225189,10.372103807165301
1572,5.624504494388111,0.9555399687501165,6.14615719117881,2.344343477261103,6.090165243292152,1.1364560980257965
1573,6.14615719117881,0.9555399687501165,6.276570365376485,1.302740845877863,6.196919857953704,1.1841021073259226
1574,6.14615719117881,1.302740845877863,6.276570365376485,1.6499417230056097,6.191850131033135,1.4215582844409804
1575,6.276570365376485,0.9555399687501165,6.40698353957416,1.302740845877863,6.325029070453023,1.1942206365617845
1576,6.14615719117881,1.6499417230056097,6.40698353957416,2.344343477261103,6.372248971492068,2.0820713275593072
1577,6.40698353957416,0.9555399687501165,6.66780988796951,1.6499417230056097,6.531646052623161,1.1277057787644003
1578,6.40698353957416,1.6499417230056097,6.66780988796951,2.344343477261103,6.457114831704548,2.0991767318447296
1579,6.14615719117881,2.344343477261103,6.40698353957416,3.0387452315165966,6.375000806583838,2.426135343764656
1580,6.14615719117881,3.0387452315165966,6.40698353957416,3.73314698577209,6.404897086107777,3.4127262040933157
1581,6.40698353957416,2.344343477261103,6.66780988796951,3.0387452315165966,6.497519252528705,2.650440264285265
1582,6.40698353957416,3.0387452315165966,6.537396713771835,3.385946108644343,6.497548785016994,3.335156499301281
1583,6.40698353957416,3.385946108644343,6.537396713771835,3.73314698577209,6.449229066493385,3.4313130300984955
1584,6.537396713771835,3.0387452315165966,6.66780988796951,3.385946108644343,6.585667058041627,3.34525884769237
1585,6.537396713771835,3.385946108644343,6.66780988796951,3.73314698577209,6.609345606715819,3.5200879259740234
1586,5.624504494388111,3.73314698577209,6.66780988796951,6.510754002794063,6.477044231255519,4.257745224041225
1587,6.66780988796951,0.9555399687501165,7.711115281550908,3.73314698577209,7.11190975307969,3.23941527707446
1588,6.66780988796951,3.73314698577209,7.189462584760209,5.121950494283077,6.953807735672135,4.357594589586584
1589,7.189462584760209,3.73314698577209,7.319875758957884,4.080347862899837,7.3188582128402,3.88418730946666
1590,7.319875758957884,3.73314698577209,7.450288933155559,4.080347862899837,7.396887300854317,3.9074900712928224
1591,7.319875758957884,4.080347862899837,7.450288933155559,4.427548740027583,7.3706964005199,4.1986443447625
1592,7.189462584760209,4.427548740027583,7.450288933155559,5.121950494283077,7.4043213461622,4.56623011933
1593,7.450288933155559,3.73314698577209,7.711115281550908,4.427548740027583,7.5261699181926,3.9404532576481377
1594,7.450288933155559,4.427548740027583,7.711115281550908,5.121950494283077,7.637424528119402,4.670085422763973
1595,7.189462584760209,5.121950494283077,7.711115281550908,6.510754002794063,7.290445342593765,5.149588667257055
1596,5.624504494388111,6.510754002794063,7.711115281550908,12.06596803683801,6.454623616759253,7.982084255887222
1597,3.5378937072253143,12.06596803683801,7.711115281550908,23.176396104925903,4.196259410408424,18.490720454760964
1598,7.711115281550908,0.9555399687501165,9.797726068713704,6.510754002794063,8.518912696760784,3.1511113970096054
1599,7.711115281550908,6.510754002794063,9.797726068713704,12.06596803683801,9.217604659487057,7.800395254531343
1600,9.797726068713704,0.9555399687501165,11.884336855876501,6.510754002794063,10.325735764016535,1.6987489730142598
1601,9.797726068713704,6.510754002794063,11.884336855876501,12.06596803683801,10.200798059547393,9.266374649510032
1602,7.711115281550908,12.06596803683801,11.884336855876501,23.176396104925903,9.628470478469756,13.30651208115274
1603,3.5378937072253143,23.176396104925903,7.711115281550908,34.2868241730138,4.602716461588108,31.83034970336877
1604,3.5378937072253143,34.2868241730138,5.624504494388111,39.84203820705774,5.037654894455749,36.99873040981519
1605,5.624504494388111,34.2868241730138,6.66780988796951,37.06443119003577,6.1927569514458956,35.96298817264958
1606,5.624504494388111,37.06443119003577,6.66780988796951,39.84203820705774,6.394059980208443,37.80902173319013
1607,6.66780988796951,34.2868241730138,7.711115281550908,37.06443119003577,7.500251117643993,36.24581160863179
1608,6.66780988796951,37.06443119003577,7.711115281550908,39.84203820705774,7.315416476457125,38.38287390765501
1609,7.711115281550908,23.176396104925903,11.884336855876501,34.2868241730138,8.313479528170514,33.921885565432724
1610,7.711115281550908,34.2868241730138,8.754420675132305,37.06443119003577,7.9804089319031775,35.96509201672651
1611,7.711115281550908,37.06443119003577,8.754420675132305,39.84203820705774,8.143944473198143,38.37496018869445
1612,8.754420675132305,34.2868241730138,9.797726068713704,37.06443119003577,9.36628446890653,36.09421874348674
1613,8.754420675132305,37.06443119003577,9.276073371923005,38.45323469854675,8.93868069827106,37.72188381838024
1614,8.754420675132305,38.45323469854675,9.015247023527655,39.147636452802246,8.970578807718686,38.78558764084034
1615,9.015247023527655,38.45323469854675,9.276073371923005,39.147636452802246,9.04583890495562,38.75196930851228
1616,9.276073371923005,37.06443119003577,9.797726068713704,38.45323469854675,9.32367522082975,38.071405843410005
1617,9.276073371923005,38.45323469854675,9.797726068713704,39.84203820705774,9.651965807660696,39.06211793658582
1618,7.711115281550908,39.84203820705774,9.797726068713704,45.39725224110169,9.306628982823105,40.810795615443354
1619,9.797726068713704,34.2868241730138,11.884336855876501,39.84203820705774,10.75855038835783,37.20687896357845
1620,9.797726068713704,39.84203820705774,11.884336855876501,45.39725224110169,10.792335944174003,41.14075539664365
1621,-4.808549441425873,67.61810837727748,3.5378937072253143,89.83896451345326,-0.630316691928758,73.21166146769221
1622,3.5378937072253143,67.61810837727748,7.711115281550908,78.72853644536536,4.1239601557529255,73.14624848580291
1623,5.624504494388111,78.72853644536536,6.66780988796951,81.50614346238734,6.352474475109009,80.53630058025638
1624,6.66780988796951,79.42293819962086,6.928636236364859,80.11733995387635,6.824459836966669,79.93355685181663
1625,6.928636236364859,79.42293819962086,7.189462584760209,80.11733995387635,7.023268075314227,79.93375568818955
1626,6.66780988796951,80.11733995387635,7.189462584760209,81.50614346238734,6.903932327585134,80.90789861329122
1627,7.189462584760209,78.72853644536536,7.711115281550908,80.11733995387635,7.407097637488332,80.00003024663557
1628,7.189462584760209,80.11733995387635,7.711115281550908,81.50614346238734,7.35656807439038,80.64446205736655
1629,6.66780988796951,81.50614346238734,7.711115281550908,84.28375047940932,7.265214201566229,81.7383260634694
1630,7.711115281550908,75.95092942834339,8.754420675132305,78.72853644536536,8.570879647260961,77.34812545200202
1631,8.754420675132305,76.64533118259888,9.015247023527655,77.33973293685438,8.920731394196416,76.89140942272506
1632,9.015247023527655,75.95092942834339,9.276073371923005,76.64533118259888,9.193428921264074,76.51830619621103
1633,9.015247023527655,76.64533118259888,9.276073371923005,77.33973293685438,9.178154128872679,76.71875610281177
1634,8.754420675132305,77.33973293685438,9.276073371923005,78.72853644536536,8.955105704946124,77.90440507323969
1635,9.276073371923005,75.95092942834339,9.536899720318354,76.64533118259888,9.399904940795915,76.47710300557033
1636,9.276073371923005,76.64533118259888,9.536899720318354,77.33973293685438,9.437771982773757,76.78706683516783
1637,9.536899720318354,75.95092942834339,9.66731289451603,76.29813030547113,9.66166952523022,76.29280381069421
1638,9.536899720318354,76.29813030547113,9.66731289451603,76.64533118259888,9.613090814434292,76.41976716751975
1639,9.66731289451603,75.95092942834339,9.797726068713704,76.29813030547113,9.71664977300342,76.29017510088167
1640,9.66731289451603,76.29813030547113,9.797726068713704,76.64533118259888,9.72683227110369,76.44027948616508
1641,9.536899720318354,76.64533118259888,9.797726068713704,77.33973293685438,9.62293680994417,76.90400506032212
1642,9.276073371923005,77.33973293685438,9.797726068713704,78.72853644536536,9.514226350411443,77.93601895595361
1643,9.797726068713704,73.17332241132142,10.841031462295103,75.95092942834339,10.830681214405,75.945773328431
1644,9.797726068713704,75.95092942834339,9.928139242911378,76.29813030547113,9.875668548486187,76.28054987013661
1645,9.797726068713704,76.29813030547113,9.928139242911378,76.64533118259888,9.8538706407079,76.4842887582529
1646,9.928139242911378,75.95092942834339,10.058552417109054,76.29813030547113,9.989245401805013,76.26428432262351
1647,9.928139242911378,76.29813030547113,10.058552417109054,76.64533118259888,9.990423216474815,76.41378740247958
1648,9.797726068713704,76.64533118259888,10.058552417109054,77.33973293685438,9.956061671940766,76.93018620117483
1649,10.058552417109054,75.95092942834339,10.18896559130673,76.29813030547113,10.116112659174238,76.21976787256408
1650,10.058552417109054,76.29813030547113,10.18896559130673,76.64533118259888,10.121039175399986,76.42684304996739
1651,10.18896559130673,75.95092942834339,10.319378765504403,76.29813030547113,10.243151363727646,76.17124512025549
1652,10.18896559130673,76.29813030547113,10.319378765504403,76.64533118259888,10.27119070593896,76.4133058916176
1653,10.058552417109054,76.64533118259888,10.319378765504403,77.33973293685438,10.097868556317048,77.05104066899737
1654,9.797726068713704,77.33973293685438,10.319378765504403,78.72853644536536,10.151815643291618,77.54870798270952
1655,10.319378765504403,75.95092942834339,10.580205113899753,76.64533118259888,10.45339786448525,76.19201142728629
1656,10.319378765504403,76.64533118259888,10.580205113899753,77.33973293685438,10.431992577413798,77.2229467958987
1657,10.580205113899753,75.95092942834339,10.841031462295103,76.64533118259888,10.70194667896467,76.32625626951886
1658,10.580205113899753,76.64533118259888,10.841031462295103,77.33973293685438,10.766206530177945,76.70451098665909
1659,10.319378765504403,77.33973293685438,10.841031462295103,78.72853644536536,10.52874398018027,77.8072456386024
1660,10.841031462295103,73.17332241132142,11.884336855876501,75.95092942834339,11.310728261100635,75.8083041155493
1661,10.841031462295103,75.95092942834339,11.101857810690452,76.64533118259888,10.934061819270791,76.16528553633633
1662,10.841031462295103,76.64533118259888,11.101857810690452,77.33973293685438,10.991995289156108,76.94701754427354
1663,11.101857810690452,75.95092942834339,11.362684159085802,76.64533118259888,11.209718406520356,76.23334589429153
1664,11.101857810690452,76.64533118259888,11.362684159085802,77.33973293685438,11.263604031457506,76.98120593550996
1665,10.841031462295103,77.33973293685438,11.362684159085802,78.72853644536536,11.13532018018835,77.70154319919135
1666,11.362684159085802,75.95092942834339,11.884336855876501,77.33973293685438,11.6433503641058,76.43860899320474
1667,11.362684159085802,77.33973293685438,11.884336855876501,78.72853644536536,11.610395263016139,78.1303000883191
1668,7.711115281550908,78.72853644536536,9.797726068713704,84.28375047940932,8.370932092951932,80.6087347071265
1669,9.797726068713704,78.72853644536536,11.884336855876501,84.28375047940932,11.2293204880009,79.40777324370913
1670,-21.501435738728247,112.05982064962905,-13.154992590077061,134.28067678580484,-17.698349432641706,128.71898639151453
1671,-13.154992590077061,100.94939258154116,-8.981771015751466,112.05982064962905,-10.44431250042325,105.68450212711
1672,-8.981771015751466,100.94939258154116,-6.8951602285886695,106.5046066155851,-7.112471343630178,106.45024236118806
1673,-8.981771015751466,109.28221363260707,-7.938465622170067,112.05982064962905,-8.001099461088629,110.51631916044552
1674,-7.938465622170067,107.89341012409608,-7.416812925379368,109.28221363260707,-7.565393844463825,108.95077235564307
1675,-7.416812925379368,106.5046066155851,-7.155986576984018,107.19900836984058,-7.290825881032594,106.67426601371193
1676,-7.155986576984018,106.5046066155851,-6.8951602285886695,107.19900836984058,-6.979162383039643,106.80860678211222
1677,-7.155986576984018,107.19900836984058,-7.025573402786344,107.54620924696833,-7.131757353356976,107.41247422749815
1678,-7.155986576984018,107.54620924696833,-7.025573402786344,107.89341012409608,-7.0452972042166335,107.56492531354166
1679,-7.025573402786344,107.19900836984058,-6.8951602285886695,107.54620924696833,-6.911547667806752,107.4757913813542
1680,-7.025573402786344,107.54620924696833,-6.8951602285886695,107.89341012409608,-6.928771336789796,107.63720197112536
1681,-7.416812925379368,107.89341012409608,-6.8951602285886695,109.28221363260707,-7.18653523469282,108.74775569742494
1682,-7.938465622170067,109.28221363260707,-7.677639273774718,109.97661538686256,-7.725800563080195,109.66222307502683
1683,-7.938465622170067,109.97661538686256,-7.8080524479723925,110.32381626399031,-7.8772686902245335,110.21538601545322
1684,-7.938465622170067,110.32381626399031,-7.8080524479723925,110.67101714111806,-7.840482850136499,110.38907726941983
1685,-7.8080524479723925,109.97661538686256,-7.677639273774718,110.32381626399031,-7.728399809872447,110.24866966432178
1686,-7.8080524479723925,110.32381626399031,-7.677639273774718,110.67101714111806,-7.766757217488477,110.407820527039
1687,-7.677639273774718,109.28221363260707,-7.416812925379368,109.97661538686256,-7.5217934564672095,109.60272440188017
1688,-7.677639273774718,109.97661538686256,-7.416812925379368,110.67101714111806,-7.575781847564559,110.38898873097959
1689,-7.938465622170067,110.67101714111806,-7.416812925379368,112.05982064962905,-7.642208328770596,110.89395377813165
1690,-7.416812925379368,109.28221363260707,-7.155986576984018,109.97661538686256,-7.305053559491766,109.68713529173836
1691,-7.416812925379368,109.97661538686256,-7.155986576984018,110.67101714111806,-7.3238889935439095,110.40080676002182
1692,-7.155986576984018,109.28221363260707,-6.8951602285886695,109.97661538686256,-6.94541345284543,109.51043461495155
1693,-7.155986576984018,109.97661538686256,-7.025573402786344,110.32381626399031,-7.0691414347563875,110.23478982065134
1694,-7.155986576984018,110.32381626399031,-7.025573402786344,110.67101714111806,-7.063877469524198,110.43967307633406
1695,-7.025573402786344,109.97661538686256,-6.8951602285886695,110.32381626399031,-6.983775008707201,110.25366047067251
1696,-7.025573402786344,110.32381626399031,-6.8951602285886695,110.67101714111806,-6.989234574020811,110.42460876495922
1697,-7.416812925379368,110.67101714111806,-6.8951602285886695,112.05982064962905,-7.064039673947189,111.35784946789389
1698,-6.8951602285886695,103.72699959856314,-5.851854835007272,106.5046066155851,-6.121876664072121,106.10185274335363
1699,-5.851854835007272,103.72699959856314,-5.330202138216572,105.11580310707413,-5.370205286906351,105.0111716064671
1700,-5.851854835007272,105.11580310707413,-5.591028486611922,105.81020486132962,-5.723666094909527,105.65684205193136
1701,-5.591028486611922,105.11580310707413,-5.460615312414247,105.46300398420188,-5.4827963110765525,105.32523863790132
1702,-5.591028486611922,105.46300398420188,-5.460615312414247,105.81020486132962,-5.561489475551611,105.53566129803936
1703,-5.460615312414247,105.11580310707413,-5.330202138216572,105.46300398420188,-5.39559472976405,105.26588853669058
1704,-5.330202138216572,103.72699959856314,-4.808549441425873,105.11580310707413,-5.085337475881135,104.31523961015787
1705,-5.330202138216572,105.11580310707413,-4.808549441425873,106.5046066155851,-5.294096521851278,105.21912778103885
1706,-6.8951602285886695,106.5046066155851,-6.634333880193321,107.19900836984058,-6.731602989323665,106.86479227101111
1707,-6.8951602285886695,107.19900836984058,-6.634333880193321,107.89341012409608,-6.826309396257015,107.56455371859845
1708,-6.634333880193321,106.5046066155851,-6.503920705995646,106.85180749271285,-6.574741815961854,106.75071392531022
1709,-6.634333880193321,106.85180749271285,-6.503920705995646,107.19900836984058,-6.560818843318308,106.86540078974888
1710,-6.503920705995646,106.5046066155851,-6.373507531797971,106.85180749271285,-6.4243242355752646,106.77221592204512
1711,-6.503920705995646,106.85180749271285,-6.373507531797971,107.19900836984058,-6.425703778750735,106.90774677539909
1712,-6.634333880193321,107.19900836984058,-6.373507531797971,107.89341012409608,-6.553383688330604,107.74765944993659
1713,-6.8951602285886695,107.89341012409608,-6.373507531797971,109.28221363260707,-6.870479846753541,109.03655270701738
1714,-6.373507531797971,106.5046066155851,-6.243094357600296,106.85180749271285,-6.302837287483977,106.7852270482778
1715,-6.373507531797971,106.85180749271285,-6.243094357600296,107.19900836984058,-6.311278529187898,106.95268466154766
1716,-6.243094357600296,106.5046066155851,-6.112681183402621,106.85180749271285,-6.18946673025703,106.79606881903159
1717,-6.243094357600296,106.85180749271285,-6.112681183402621,107.19900836984058,-6.204349700929289,106.89711500626358
1718,-6.373507531797971,107.19900836984058,-6.112681183402621,107.89341012409608,-6.304065916843037,107.3015888335125
1719,-6.112681183402621,106.5046066155851,-5.851854835007272,107.19900836984058,-6.108043502642267,106.78460959509809
1720,-6.8951602285886695,109.28221363260707,-5.851854835007272,112.05982064962905,-6.772585518677386,110.34044488922486
1721,-13.154992590077061,123.17024871771694,-8.981771015751466,134.28067678580484,-10.171266645322184,126.95905942042666
1722,-8.981771015751466,112.05982064962905,-7.938465622170067,114.83742766665102,-8.086954594308718,113.20238022230733
1723,-8.981771015751466,114.83742766665102,-8.720944667356116,115.53182942090652,-8.791030006989292,115.17775112516296
1724,-8.981771015751466,115.53182942090652,-8.720944667356116,116.22623117516201,-8.742990031154564,115.77944709968963
1725,-8.720944667356116,114.83742766665102,-8.59053149315844,115.18462854377877,-8.666159351892208,115.16406563457562
1726,-8.720944667356116,115.18462854377877,-8.59053149315844,115.53182942090652,-8.642039390700507,115.2418534317443
1727,-8.59053149315844,114.83742766665102,-8.460118318960767,115.18462854377877,-8.526477934963468,115.09722832267298
1728,-8.59053149315844,115.18462854377877,-8.460118318960767,115.53182942090652,-8.528220220524194,115.28612046195053
1729,-8.720944667356116,115.53182942090652,-8.460118318960767,116.22623117516201,-8.585297991778964,115.95116224739911
1730,-8.981771015751466,116.22623117516201,-8.460118318960767,117.615034683673,-8.5888293847789,116.374018723481
1731,-8.460118318960767,114.83742766665102,-8.329705144763093,115.18462854377877,-8.402499721323165,115.11487086213874
1732,-8.460118318960767,115.18462854377877,-8.329705144763093,115.53182942090652,-8.413867143958546,115.31540110359504
1733,-8.329705144763093,114.83742766665102,-8.199291970565417,115.18462854377877,-8.260010587360133,115.0855648231498
1734,-8.329705144763093,115.18462854377877,-8.199291970565417,115.53182942090652,-8.262580589274172,115.3535378055764
1735,-8.460118318960767,115.53182942090652,-8.199291970565417,116.22623117516201,-8.39787351951493,115.74533717484779
1736,-8.199291970565417,114.83742766665102,-7.938465622170067,115.53182942090652,-8.145591536639232,115.22672294013887
1737,-8.460118318960767,116.22623117516201,-7.938465622170067,117.615034683673,-8.354077741183064,116.5344249288252
1738,-7.938465622170067,112.05982064962905,-6.8951602285886695,114.83742766665102,-7.4806092280200165,112.83049989932196
1739,-8.981771015751466,117.615034683673,-6.8951602285886695,123.17024871771694,-8.677231166371454,121.2327964612004
1740,-6.8951602285886695,112.05982064962905,-4.808549441425873,117.615034683673,-6.886186999637,113.70836100301
1741,-6.8951602285886695,117.615034683673,-4.808549441425873,123.17024871771694,-5.702605901956964,120.04901472629352
1742,-8.981771015751466,124.55905222622792,-8.720944667356116,125.25345398048341,-8.904992386947256,125.11915588683925
1743,-8.981771015751466,125.25345398048341,-8.720944667356116,125.94785573473891,-8.806908489882357,125.46023744983448
1744,-8.720944667356116,124.55905222622792,-8.460118318960767,125.25345398048341,-8.636315314608618,125.15526683154776
1745,-8.720944667356116,125.25345398048341,-8.460118318960767,125.94785573473891,-8.58695057044461,125.55120555326657
1746,-8.981771015751466,125.94785573473891,-8.720944667356116,126.6422574889944,-8.856202102182008,126.32914091656471
1747,-8.981771015751466,126.6422574889944,-8.720944667356116,127.3366592432499,-8.742211876973865,126.70191836619563
1748,-8.720944667356116,125.94785573473891,-8.460118318960767,126.6422574889944,-8.5487270192045,126.43786167352232
1749,-8.720944667356116,126.6422574889944,-8.460118318960767,127.3366592432499,-8.528612858155146,126.89998991064195
1750,-8.460118318960767,125.94785573473891,-7.938465622170067,127.3366592432499,-8.405733972752296,126.87095640373498
1751,-21.501435738728247,134.28067678580484,-17.328214164402652,145.39110485389273,-19.813203066699543,141.96433108094968
1752,-21.501435738728247,145.39110485389273,-19.41482495156545,150.94631888793668,-20.086465856769703,147.05210014990533
1753,-19.41482495156545,145.39110485389273,-18.37151955798405,148.1687118709147,-18.9955529044479,146.34059552961745
1754,-18.37151955798405,145.39110485389273,-17.328214164402652,148.1687118709147,-17.583225541441674,145.78170394643416
1755,-17.328214164402652,134.28067678580484,-13.154992590077061,145.39110485389273,-15.995437820341108,144.5479759015096
1756,-17.328214164402652,145.39110485389273,-17.067387816007304,146.08550660814822,-17.227889030165723,145.58493391876672
1757,-17.067387816007304,145.39110485389273,-16.936974641809627,145.7383057310205,-16.969229354183966,145.5971376932769
1758,-17.067387816007304,145.7383057310205,-16.936974641809627,146.08550660814822,-16.96899536417905,145.75185253531336
1759,-16.936974641809627,145.39110485389273,-16.806561467611953,145.7383057310205,-16.867115680563327,145.67689654655362
1760,-16.936974641809627,145.7383057310205,-16.806561467611953,146.08550660814822,-16.908486202236688,145.75850505819324
1761,-16.806561467611953,145.39110485389273,-16.284908770821254,146.77990836240372,-16.613031445265097,145.5707129913288
1762,-16.284908770821254,145.39110485389273,-15.241603377239857,148.1687118709147,-16.17603315076123,145.43289446337778
